metric,iteration,pole,mean,std,n
levenshtein,1400,eval_content_f1,0.991167,0.004403,3
levenshtein,1410,eval_content_f1,0.994833,0.001312,3
levenshtein,1420,eval_content_f1,0.993167,0.001546,3
levenshtein,1430,eval_content_f1,0.991833,0.003793,3
levenshtein,1440,eval_content_f1,0.993134,0.003488,3
levenshtein,1450,eval_content_f1,0.990242,0.004229,3
levenshtein,1460,eval_content_f1,0.991817,0.001722,3
levenshtein,1470,eval_content_f1,0.992409,0.001508,3
levenshtein,1480,eval_content_f1,0.991,0.002858,3
levenshtein,1490,eval_content_f1,0.989972,0.001834,3
levenshtein,1500,eval_content_f1,0.993667,0.001546,3
levenshtein,1510,eval_content_f1,0.9915,0.003559,3
levenshtein,1520,eval_content_f1,0.992,0.00178,3
levenshtein,1530,eval_content_f1,0.993333,0.002095,3
levenshtein,1540,eval_content_f1,0.992667,0.002392,3
levenshtein,1550,eval_content_f1,0.9905,0.003559,3
levenshtein,1560,eval_content_f1,0.991667,0.000471,3
levenshtein,1570,eval_content_f1,0.9935,0.00178,3
levenshtein,1580,eval_content_f1,0.993,0.00108,3
levenshtein,1590,eval_content_f1,0.98994,0.003151,3
levenshtein,1600,eval_content_f1,0.991515,0.001669,3
levenshtein,1610,eval_content_f1,0.992611,0.001846,3
levenshtein,1620,eval_content_f1,0.993,0.000816,3
levenshtein,1630,eval_content_f1,0.9935,0.00324,3
levenshtein,1640,eval_content_f1,0.991306,0.001469,3
levenshtein,1650,eval_content_f1,0.991742,0.001272,3
levenshtein,1660,eval_content_f1,0.993306,0.003685,3
levenshtein,1670,eval_content_f1,0.992306,0.000594,3
levenshtein,1680,eval_content_f1,0.993074,0.001135,3
levenshtein,1690,eval_content_f1,0.993027,0.002935,3
levenshtein,1700,eval_content_f1,0.995,0.002483,3
levenshtein,1710,eval_content_f1,0.993833,0.002321,3
levenshtein,1720,eval_content_f1,0.996667,0.00165,3
levenshtein,1730,eval_content_f1,0.996075,0.002722,3
levenshtein,1740,eval_content_f1,0.994897,0.002388,3
levenshtein,1750,eval_content_f1,0.996167,0.000624,3
levenshtein,1760,eval_content_f1,0.996167,0.001027,3
levenshtein,1770,eval_content_f1,0.994801,0.000988,3
levenshtein,1780,eval_content_f1,0.994306,0.000996,3
levenshtein,1790,eval_content_f1,0.9933,0.001564,3
levenshtein,1800,eval_content_f1,0.993139,0.004114,3
levenshtein,1810,eval_content_f1,0.9945,0.004082,3
levenshtein,1820,eval_content_f1,0.992258,0.002883,3
levenshtein,1830,eval_content_f1,0.992151,0.004924,3
levenshtein,1840,eval_content_f1,0.992778,0.002689,3
levenshtein,1850,eval_content_f1,0.991361,0.003928,3
levenshtein,1860,eval_content_f1,0.995944,0.001259,3
levenshtein,1870,eval_content_f1,0.994306,0.001288,3
levenshtein,1880,eval_content_f1,0.990139,0.003199,3
levenshtein,1890,eval_content_f1,0.991667,0.001027,3
