metric,iteration,pole,mean,std,n
levenshtein,84,kl_to_reference,0.18856,0.0,1
levenshtein,85,kl_to_reference,0.169981,0.0,1
levenshtein,86,kl_to_reference,0.176808,0.0,1
levenshtein,87,kl_to_reference,0.186361,0.0,1
levenshtein,88,kl_to_reference,0.159214,0.0,1
levenshtein,89,kl_to_reference,0.160586,0.0,1
levenshtein,90,kl_to_reference,0.165743,0.0,1
levenshtein,91,kl_to_reference,0.190463,0.0,1
levenshtein,92,kl_to_reference,0.16319,0.0,1
levenshtein,93,kl_to_reference,0.195135,0.0,1
levenshtein,94,kl_to_reference,0.165704,0.0,1
levenshtein,95,kl_to_reference,0.186303,0.0,1
levenshtein,96,kl_to_reference,0.179712,0.0,1
levenshtein,97,kl_to_reference,0.158884,0.0,1
levenshtein,98,kl_to_reference,0.158936,0.0,1
levenshtein,99,kl_to_reference,0.165545,0.0,1
levenshtein,100,kl_to_reference,0.156304,0.0,1
levenshtein,101,kl_to_reference,0.168571,0.0,1
levenshtein,102,kl_to_reference,0.167221,0.0,1
levenshtein,103,kl_to_reference,0.180545,0.0,1
levenshtein,104,kl_to_reference,0.160198,0.0,1
levenshtein,105,kl_to_reference,0.16537,0.0,1
levenshtein,106,kl_to_reference,0.160942,0.0,1
levenshtein,107,kl_to_reference,0.160427,0.0,1
levenshtein,108,kl_to_reference,0.158784,0.0,1
levenshtein,109,kl_to_reference,0.14704,0.0,1
levenshtein,110,kl_to_reference,0.182818,0.0,1
levenshtein,111,kl_to_reference,0.184888,0.0,1
levenshtein,112,kl_to_reference,0.18126,0.0,1
levenshtein,113,kl_to_reference,0.173067,0.0,1
levenshtein,114,kl_to_reference,0.218435,0.0,1
levenshtein,115,kl_to_reference,0.197037,0.0,1
levenshtein,116,kl_to_reference,0.197717,0.0,1
levenshtein,117,kl_to_reference,0.185049,0.0,1
levenshtein,118,kl_to_reference,0.193829,0.0,1
levenshtein,119,kl_to_reference,0.177589,0.0,1
levenshtein,120,kl_to_reference,0.186387,0.0,1
levenshtein,121,kl_to_reference,0.191793,0.0,1
levenshtein,122,kl_to_reference,0.192017,0.0,1
levenshtein,123,kl_to_reference,0.18591,0.0,1
levenshtein,124,kl_to_reference,0.191606,0.0,1
levenshtein,125,kl_to_reference,0.191841,0.0,1
levenshtein,126,kl_to_reference,0.181766,0.0,1
levenshtein,127,kl_to_reference,0.177952,0.0,1
levenshtein,128,kl_to_reference,0.170007,0.0,1
levenshtein,129,kl_to_reference,0.187608,0.0,1
levenshtein,130,kl_to_reference,0.172551,0.0,1
levenshtein,131,kl_to_reference,0.160337,0.0,1
levenshtein,132,kl_to_reference,0.191416,0.0,1
levenshtein,133,kl_to_reference,0.18563,0.0,1
levenshtein,134,kl_to_reference,0.183742,0.0,1
levenshtein,135,kl_to_reference,0.192795,0.0,1
levenshtein,136,kl_to_reference,0.183161,0.0,1
levenshtein,137,kl_to_reference,0.168721,0.0,1
levenshtein,138,kl_to_reference,0.181915,0.0,1
levenshtein,139,kl_to_reference,0.209242,0.0,1
levenshtein,140,kl_to_reference,0.175146,0.0,1
levenshtein,141,kl_to_reference,0.230554,0.0,1
levenshtein,142,kl_to_reference,0.221127,0.0,1
levenshtein,143,kl_to_reference,0.206179,0.0,1
levenshtein,144,kl_to_reference,0.22376,0.0,1
levenshtein,145,kl_to_reference,0.215084,0.0,1
levenshtein,146,kl_to_reference,0.204206,0.0,1
levenshtein,147,kl_to_reference,0.205087,0.0,1
levenshtein,148,kl_to_reference,0.23004,0.0,1
levenshtein,149,kl_to_reference,0.210857,0.0,1
levenshtein,0,entropy,0.580768,0.0,1
levenshtein,1,entropy,0.584911,0.0,1
